Station Name,Code,Line,Service(s),Ridership,Status,Region,CT District,County,City,MPO,RPTA,Address,Latitude,Longitude,Facility Owner,Platform Owner,Track Owner,Setting,Capitol Corridor,San Joaquins,Pacific Surfliner,Caltrain,ACE,SMART,Metrolink,COASTER,Amtrak Long Distance,Tracks,Island Platforms,Side Platforms,Track Crossing,Station ADA Accessibility,Accessible Platform,Shelter Type,Restrooms,Accessible Restrooms,Wifi,ATMs,Food,Real-Time Schedule,Ticket Machines,Staffed,Station Hours,Staffed Hours,Long Term Parking Spaces,Accessible Parking Spaces,Total Parking Spaces,Parking Owner,Class 1,Class 2,Class 3,Other,Total,Planned,Bike Rack Spaces,Bike Locker Spaces,Total Bike Parking,Sidewalks Present,Condition,Crosswalks,Connectivity,Future HSR,Commuter Service,Thruway Bus,Local Rail,Local Bus,Signal Priority/ITS,Link,Fare Transfer,Distance (Ft.) Between Rail Platform/Bus Stop,Population (.5 Miles),Population (1 Miles),Population (3 Miles),Jobs (.5 Miles),Jobs (1 Miles),Jobs (3 Miles),Jobs/Population Ratio (.5 Miles),Jobs/Population Ratio (1 Mile),Jobs/Population Ratio (3 Miles),CalEnviroScreen (Score),CalEnviroScreen (Percentile),Fatalities (Ped),Injuries (Ped),Fatalities (Bike),Injuries (Bike),Score,Category,Score,Category,Primary Land Use(s),TOD,Link,Intersections (1 Mile),Percentile,Intersections (3 Mile),Percentile,Population (1 Mile Catchment),Population (3 Mile Catchment),Jobs (1 Mile Catchment),Jobs (3 Mile Catchment),Population Index (1 Mile Catchment),Population Index (3 Mile Catchment),Jobs Index (1 Mile Catchment),Jobs Index (3 Mile Catchment),Station Website #1,Station Website #2,Station Website #3,Station Website #4,Great American Stations Website,Bike GIS Link,Active Transportation Plan
Ceres,,,ACE,,Planned,,10,Stanislaus,Ceres,Stanislaus Council of Governments,Stanislaus Council of Governments,,37.591053,-120.95714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.406652,18206.78034,74800.1595,2493,5174,21723,0.590981431,0.284179844,0.290413819,48.15650112,0.848993289,1,65,10,231,58,Somewhat Walkable,,,,,,401,#N/A,1568,#N/A,8526.144631,55832.63751,3197,15774,0.468295024,0.746424043,0.617897178,0.726142798,,,,,,,
Orinda,,BART,BART,,Active,,4,Contra Costa,Orinda,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.87843137,-122.1837537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.4081558,3910.950339,33873.48874,1523,2591,7157,1.626427526,0.662498824,0.211286179,4.398039463,0.001677852,,,,,58,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Dublin/Pleasanton,,BART,BART,,Active,,4,Alameda,Pleasanton,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.70168179,-121.899074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466.217988,9431.531933,105143.8497,7270,21154,82153,2.947833499,2.242901805,0.781339092,17.47384633,0.229865772,,,,,57,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Gish,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.36093819,-121.9090988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919.979828,10355.32599,198493.7817,8688,49584,239856,2.975363021,4.788260654,1.208380423,35.22477856,0.669463087,,,,,57,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Penitencia Creek,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.382025,-121.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8764.819816,31846.40817,234817.0684,1708,5014,74850,0.19486995,0.157443187,0.31875877,22.14415929,0.36409396,,,,,57,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Fair Oaks,,VTA,VTA,,Active,,4,Santa Clara,Sunnyvale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40277696,-122.0095507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8204.084017,25903.55822,115258.5936,1355,12079,153855,0.165161644,0.466306594,1.334867927,31.74512078,0.602348993,,,,,55,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Reamwood,,VTA,VTA,,Active,,4,Santa Clara,Sunnyvale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40357223,-121.9896634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563.701211,14891.83333,115644.3643,6868,19352,170272,1.927209829,1.299504203,1.472376117,28.20440245,0.530201342,,,,,55,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Nordahl Road,,Sprinter,Sprinter,,Active,,11,San Diego,Escondido,San Diego Association of Governments,San Diego Association of Governments,,33.131,-117.1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.721737,8315.589818,112153.3515,5102,10237,55272,2.643904508,1.231061202,0.492825219,19.68258876,0.295302013,,,,,54,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Metro / Airport,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.36866385,-121.9148835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735.742506,7251.691766,176080.2106,19606,50239,270390,7.166610145,6.927900637,1.535606978,32.34107717,0.617449664,,,,,53,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Ripon,,,ACE,,Planned,,10,San Joaquin,Ripon,San Joaquin Council of Governments,San Joaquin Council of Governments,,37.738743,-121.121132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.652912,6559.464743,23931.90452,1129,3237,7595,0.481932255,0.493485387,0.317358779,30.353663,0.562080537,1,13,0,24,53,Somewhat Walkable,,,,,,258,#N/A,671,#N/A,3785.3161,10110.75809,1818,3687,0.577076979,0.422480295,0.56163114,0.485450955,,,,,,,
University/65th Street,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.552514,-121.427186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2432.655684,11885.17708,145770.2799,6329,16771,106263,2.601683436,1.411085412,0.728975756,28.13559974,0.526845638,,,,,53,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Vienna,,VTA,VTA,,Active,,4,Santa Clara,Sunnyvale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40339631,-122.0008744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7723.139849,22537.48827,114341.5531,2251,13293,164298,0.291461769,0.589817279,1.436905443,30.87441517,0.575503356,,,,,53,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Esri,,,Metrolink,,Planned,,8,San Bernardino,Redlands,Southern California Association of Governments,Southern California Association of Governments,,34.060143,-117.196453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.936217,12292.86092,74547.68631,4947,11316,39985,1.721931719,0.92053429,0.536368088,39.24929555,0.733221477,7,119,2,283,52,Somewhat Walkable,,,,,,320,#N/A,1845,#N/A,6529.273938,54914.51727,8764,34757,0.531143562,0.736636105,0.774478614,0.869250969,,,,,,,
Almaden,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.24522937,-121.8701639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4766.989886,20538.37647,186534.2517,3253,12162,35359,0.68240128,0.592159756,0.18955768,16.41934168,0.196308725,,,,,51,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Antioch,,BART,BART,,Active,,4,Contra Costa,Antioch,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.99539273,-121.7804334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902.582755,12480.85955,96941.87004,240,1834,18671,0.082684981,0.146945008,0.192599957,29.66450137,0.55033557,,,,,51,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Old North Sacramento,,,"San Joaquins, ACE",,Planned,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.603962,-121.468586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2119.637786,9093.628042,146788.6416,914,6028,199710,0.431205749,0.662881742,1.360527612,49.58834374,0.872483221,6,64,18,1293,51,Somewhat Walkable,,,,,,336,#N/A,3938,#N/A,3811.469272,56580.94851,2961,40160,0.419136263,0.385458629,0.491207697,0.201091583,,,,,,,
Pittsburg/Bay Point,,BART,BART,,Active,,4,Contra Costa,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.0189142,-121.9439801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6277.063742,17924.29102,63280.94523,596,1353,5054,0.094948853,0.075484157,0.079866064,36.54384405,0.689597315,,,,,51,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Fleet,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"1800 South 32nd Street, San Diego, California United States",32.686077,-117.124874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974.952083,19266.48313,190411.7862,1390,9256,87629,0.232637849,0.480419802,0.460207857,35.08540355,0.666107383,,,,,51,Somewhat Walkable,52,Bikeable,,,,,,,,,,,,,,,,,,,,,,
West Dublin/Pleasanton,,BART,BART,,Active,,4,Alameda,Pleasanton,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.6997507,-121.9280771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.294766,9919.935662,82291.52581,16466,26348,70048,8.074359956,2.656065613,0.85121766,16.68754109,0.208053691,,,,,50,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
San Ysidro Transit Center,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"700 East San Ysidro Boulevard, San Diego, California",32.54443,-117.02975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.4803408,2465.748108,64971.75547,2099,4171,12794,4.765252398,1.69157587,0.196916336,31.10406338,0.583892617,,,,,50,Somewhat Walkable,41,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Starfire,,SacRT,SacRT,,Active,,3,Sacramento,Unincorporated,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.559475,-121.361992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6258.878804,20281.20565,96571.46252,301,5209,52887,0.048091681,0.256838774,0.547646257,23.13793215,0.39261745,,,,,49,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
39th Street/UC Davis Health,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.560706,-121.45725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4653.690815,20010.29452,149727.8192,9322,29883,204091,2.003141242,1.493381318,1.363080028,25.62825963,0.458053691,,,,,48,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Buena Creek,,Sprinter,Sprinter,,Active,,11,San Diego,Unincorporated,San Diego Association of Governments,San Diego Association of Governments,,33.1734,-117.2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.684757,10231.85549,88014.43323,640,3266,45036,0.29855136,0.319199191,0.511688803,16.22333291,0.186241611,,,,,48,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Mission San Diego,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"5837 Rancho Mission Road San Diego, CA 92108",32.780969,-117.110781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979.067097,13999.09679,234896.6809,4172,16573,120989,0.837907969,1.183862091,0.515073263,15.59367235,0.16442953,,,,,48,Car-Dependent,38,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Butterfield,,SacRT,SacRT,,Active,,3,Sacramento,Unincorporated,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.567108,-121.346667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3070.693322,14973.607,101178.9874,6457,9679,43236,2.102782441,0.646404036,0.427321928,24.98919984,0.434563758,,,,,47,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Crossman,,VTA,VTA,,Active,,4,Santa Clara,Sunnyvale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40946634,-122.0117028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588.832196,14306.30299,88526.05504,7365,22317,141163,2.844912085,1.559941797,1.594592687,37.2617234,0.697986577,,,,,47,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Champion,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40889839,-121.9519364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664.684289,28973.93038,85584.23632,3939,23504,191993,0.591025745,0.811212,2.243321998,25.22875066,0.447986577,,,,,46,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Lick Mill,,VTA,VTA,,Active,,4,Santa Clara,Santa Clara,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.4076163,-121.9636789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904.824507,18086.12914,85100.39259,2239,17285,183472,0.456489319,0.955704776,2.155947751,25.21175249,0.446308725,,,,,46,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Palomar College,,Sprinter,Sprinter,,Active,,11,San Diego,San Marcos,San Diego Association of Governments,San Diego Association of Governments,,33.1468,-117.1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.882691,15037.67655,90644.63225,5424,13602,52399,2.436786099,0.904528034,0.578070634,26.06444608,0.474832215,,,,,46,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa Station,,Metro,Metro,,Active,,7,Los Angeles,El Segundo,Southern California Association of Governments,Southern California Association of Governments,,33.9232,-118.387572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105817019,6045.685848,201300.0467,28498,50128,193846,269313.9557,8.291532385,0.962970467,8.099357852,0.030201342,,,,,43,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Alvarado Medical Center,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"6658 Alvarado Rd San Diego, CA 92120",32.777174,-117.05686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018.508768,22520.60094,192064.7197,1923,13353,67165,0.383181556,0.592923787,0.349699831,16.37215126,0.191275168,,,,,42,Car-Dependent,36,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
7th & Richards/Township 9,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.596589,-121.492267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,633.4897407,6133.360143,143059.4525,4569,20455,182736,7.212429351,3.33503977,1.277343069,56.24168369,0.944630872,,,,,40,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Middlefield,,VTA,VTA,,Active,,4,Santa Clara,Mountain View,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.39542816,-122.0522099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824.809728,17300.35172,172399.6212,15638,25061,156188,5.535948084,1.448583267,0.905964868,17.29866028,0.228187919,,,,,40,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,,,Metrolink,,Planned,,8,San Bernardino,San Bernardino,Southern California Association of Governments,Southern California Association of Governments,,34.0735,-117.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.739229,6802.72005,64991.08494,1507,17722,96866,1.084376096,2.605134398,1.490450576,58.52087826,0.961409396,7,34,3,182,38,Car-Dependent,,,,,,180,#N/A,1637,#N/A,3756.873245,36553.16674,5852,69283,0.552260451,0.562433552,0.330211037,0.715245803,,,,,,,
Fenton Parkway,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"2000 Fenton Parkway San Diego, CA 92108",32.7785,-117.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.676699,15660.91702,236755.8276,10539,23424,140390,3.690543822,1.495697855,0.592973788,15.0736763,0.145973154,,,,,37,Car-Dependent,57,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Bonaventure,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.38874886,-121.9297416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.03787,7340.841714,125660.7914,12399,40912,273660,9.28042556,5.573202855,2.177767599,25.02851724,0.437919463,,,,,36,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Cal State San Marcos,,Sprinter,Sprinter,,Active,,11,San Diego,San Marcos,San Diego Association of Governments,San Diego Association of Governments,,33.1348,-117.1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.453073,10195.80505,83400.64689,3487,12262,49918,2.618943221,1.202651477,0.598532528,19.27361679,0.27852349,,,,,36,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Pajaro/Watsonville,,,"Capitol Corridor, Caltrain",,Planned,,5,Monterey,Unincorporated,Association of Monterey Bay Area Governments,Transportation Agency for Monterey County,,36.8914,-121.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.3768756,1844.611724,52073.60652,237,1293,17415,0.735164393,0.700960524,0.334430457,41.75459289,0.770134228,2,21,8,188,36,Car-Dependent,,,,,,57,#N/A,950,#N/A,454.7677927,36381.46933,447,12764,0.246538492,0.698654688,0.345707657,0.732931381,,,,,,,
Component,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.38348339,-121.9257771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.267719,5334.689558,145815.1229,14385,54269,264930,10.66133859,10.17285062,1.816889736,26.5781238,0.493288591,,,,,35,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Center Parkway,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.45875,-121.429861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7004.107628,24202.36676,166374.7283,193,11190,37602,0.027555259,0.462351476,0.226007882,27.28765229,0.513422819,,,,,34,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
El Camino Real,,Sprinter,Sprinter,,Active,,11,San Diego,Oceanside,San Diego Association of Governments,San Diego Association of Governments,,33.1997,-117.3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852.632152,11222.55107,126633.0892,552,2513,46548,0.193505496,0.223924131,0.367581651,19.81795929,0.302013423,,,,,34,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Tiber,,SacRT,SacRT,,Active,,3,Sacramento,Unincorporated,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.563967,-121.353025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4159.534983,17011.01091,97756.74,6389,7559,44714,1.535989005,0.444359247,0.457400687,23.28016249,0.397651007,,,,,34,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Castro Valley,,BART,BART,,Active,,4,Alameda,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.69074798,-122.0756067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5899.132108,27070.78934,180856.6488,3350,8628,40424,0.567880146,0.318719927,0.223514039,22.42300819,0.370805369,,,,,33,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Karina,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.37627768,-121.9204054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.430326,6013.312806,164441.0682,24157,52522,255207,13.88788021,8.734287021,1.551966323,28.79985406,0.541946309,,,,,33,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Orchard,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.39572991,-121.9348686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.84796,17533.71193,107681.9544,8826,45076,248198,4.151755049,2.570819012,2.304917303,22.9178282,0.38590604,,,,,30,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco International Airport,,BART,BART,,Active,,4,San Mateo,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.61599768,-122.3924141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.6393991,11200.92073,85425.66837,710,10038,98040,0.819256545,0.896176327,1.147664418,10.6033793,0.05704698,,,,,30,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
eBART Transfer,,BART,BART,,Active,,4,Contra Costa,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.01893663,-121.9328174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.192471,14753.0683,71735.62824,247,1284,8591,0.048458049,0.087032743,0.11975918,33.7178868,0.639261745,,,,,29,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Borregas,,VTA,VTA,,Active,,4,Santa Clara,Sunnyvale,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.41198493,-122.0193149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0931554,8048.966016,83719.91792,8971,26176,123430,85.3623622,3.252094735,1.474320605,40.43507103,0.746644295,,,,,28,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
North Concord/Martinez,,BART,BART,,Active,,4,Contra Costa,Concord,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.00332452,-122.0245523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.257937,8520.429683,69047.04126,144,5211,52077,0.0479639,0.611588874,0.754224932,33.81657053,0.64261745,,,,,28,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Old Ironsides,,VTA,VTA,,Active,,4,Santa Clara,Santa Clara,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.40330894,-121.979862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.062125,8779.289748,110916.4355,9235,23135,176382,7.933425374,2.635179002,1.590224201,25.88623538,0.466442953,,,,,28,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
University,,,Metrolink,,Planned,,8,San Bernardino,Redlands,Southern California Association of Governments,Southern California Association of Governments,,34.058872,-117.165729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813.317809,20023.31792,76987.76917,1912,6838,30545,0.397231198,0.341501844,0.396751332,23.63469204,0.406040268,5,108,1,282,28,Car-Dependent,,,,,,453,#N/A,1898,#N/A,10013.64748,62589.90253,3267,20698,0.50009931,0.812985013,0.477771278,0.677623179,,,,,,,
Hercules,,,Capitol Corridor,,Planned,,4,Contra Costa,Hercules,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,38.0203,-122.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376.661164,10530.24578,64399.55099,1420,3487,11793,0.420533755,0.331141369,0.183122395,20.27726848,0.308724832,1,16,1,59,26,Car-Dependent,,,,,,349,0.381355932,1901,#N/A,3641.535996,40648.35078,249,8438,0.345816809,0.631189972,0.071408087,0.7155092,,,,,,,
I-880 / Milpitas,,VTA,VTA,,Active,,4,Santa Clara,Milpitas,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.41312935,-121.9177001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.891081,15385.97807,151528.2021,8947,25175,174337,3.474710083,1.636230071,1.150525101,26.51581786,0.489932886,,,,,24,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Stadium,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,,32.780978,-117.119075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609.667387,16151.07227,233098.5317,9736,16411,124001,2.697201419,1.016093528,0.531968173,15.34382691,0.159395973,,,,,24,Car-Dependent,34,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Cisco Way,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.41265891,-121.9290511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311.862437,14356.19044,118033.9319,3366,22404,198194,1.016346561,1.560581137,1.679127322,28.23325836,0.531879195,,,,,22,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
